customer_id,customer_name,email,country,segment,signup_date,order_count,first_order_date,last_order_date,has_orders,signup_to_first_order_days,signup_order_date_status,gross_sales,discount_amount,net_sales,units_sold,units_returned,return_amount,repeat_customer_flag,average_order_value,return_rate,discount_rate,days_since_last_order,customer_lifetime_days,analysis_date
300030,Matthew Jones,gallegosrobert@example.com,India,Online,2025-04-03,5,2025-04-05,2026-04-09,True,2.0,Valid,247646.43,21090.38736,226556.04264,194.0,0.0,0.0,True,45311.208528,0.0,0.08516330059754951,241.0,369.0,2026-12-06
300031,Jennifer Hawkins,troy06@example.com,Mexico,Wholesale,2022-01-14,3,2022-04-02,2025-06-21,True,78.0,Valid,99534.12,7844.52288,91689.59711999999,121.0,0.0,0.0,True,30563.199039999996,0.0,0.07881240000916269,533.0,1176.0,2026-12-06
300032,Samuel Coffey,cameronsharon@example.org,France,Online,2024-02-23,5,2024-03-02,2026-03-14,True,8.0,Valid,293576.61,45415.92091,248160.68909,294.0,0.0,0.0,True,49632.137818,0.0,0.15469870338103572,267.0,742.0,2026-12-06
300033,Adam Garcia,michelle63@example.org,Vietnam,Corporate,2020-10-23,8,2021-09-15,2026-04-28,True,327.0,Valid,521335.47,37358.7832,483976.68678,410.0,0.0,0.0,True,60497.0858475,0.0,0.07165977638160703,222.0,1686.0,2026-12-06
300034,Robin Cabrera,villamiranda@example.com,Vietnam,Online,2021-02-07,2,2021-05-17,2026-02-01,True,99.0,Valid,123946.32999999999,10470.97172,113475.35827999999,88.0,0.0,0.0,True,56737.67913999999,0.0,0.08447988512447283,308.0,1721.0,2026-12-06
300035,Anthony Torres,mark96@example.com,Mexico,Online,2025-01-29,5,2025-03-09,2026-05-08,True,39.0,Valid,281308.51,25780.367189999997,255528.14281,226.0,0.0,0.0,True,51105.628562,0.0,0.09164446248000103,212.0,425.0,2026-12-06
300036,Lauren Wilson,michelle96@example.net,Canada,Wholesale,2024-02-27,3,2024-04-07,2025-12-08,True,40.0,Valid,448961.36,46526.855540000004,402434.50445999997,299.0,0.0,0.0,True,134144.83482,0.0,0.10363220465119762,363.0,610.0,2026-12-06
300037,Joseph Lane,ubray@example.net,Australia,Online,2022-11-24,6,2023-01-23,2026-02-05,True,60.0,Valid,310356.91000000003,10620.20025,299736.70975,278.0,0.0,0.0,True,49956.118291666666,0.0,0.034219313016101364,304.0,1109.0,2026-12-06
300038,Ralph Dawson,angelica33@example.net,China,Online,2023-01-29,5,2023-05-18,2025-02-26,True,109.0,Valid,157874.8,18777.22292,139097.57708000002,208.0,0.0,0.0,True,27819.515416000002,0.0,0.11893742965945167,648.0,650.0,2026-12-06
300039,Amy Smith,taylorcruz@example.com,Germany,Wholesale,2021-01-20,5,2022-05-12,2024-12-24,True,477.0,Valid,317109.38,23780.66355,293328.71645,282.0,0.0,0.0,True,58665.74329,0.0,0.07499199030315659,712.0,957.0,2026-12-06
300040,Kevin Rose,kathleen47@example.net,Mexico,Online,2021-03-09,9,2021-08-27,2026-02-10,True,171.0,Valid,716035.6399999999,101697.84694,614337.79306,703.0,0.0,0.0,True,68259.75478444445,0.0,0.14202902936507464,299.0,1628.0,2026-12-06
300041,Suzanne Robinson,paul79@example.net,Germany,Corporate,2021-06-08,0,,,False,,Cannot Determine,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,2026-12-06
300042,Barry Henderson,stephanie91@example.org,Germany,Retail,2021-09-05,2,2022-06-18,2026-04-10,True,286.0,Valid,44491.44,1637.27706,42854.16294,58.0,0.0,0.0,True,21427.08147,0.0,0.03679982171851484,240.0,1392.0,2026-12-06
300043,Brian Smith,blopez@example.com,Vietnam,Online,2022-12-20,6,2022-12-22,2025-06-23,True,2.0,Valid,92137.95,18085.79134,56938.047020000005,100.0,9.0,17114.11164,True,9489.674503333334,0.09,0.19629035961837657,531.0,914.0,2026-12-06
300044,Derek Mcintosh,gomezjason@example.com,France,Corporate,2023-12-22,2,2024-08-12,2024-12-23,True,234.0,Valid,52227.3,313.3638,51913.9362,30.0,0.0,0.0,True,25956.9681,0.0,0.006,713.0,133.0,2026-12-06
300045,Amy Nelson,williamspatrick@example.com,Canada,Retail,2023-03-05,4,2023-08-14,2026-05-15,True,162.0,Valid,44614.240000000005,8178.42357,36435.81643,138.0,0.0,0.0,True,9108.9541075,0.0,0.18331419676766877,205.0,1005.0,2026-12-06
300046,Christopher Hill,gstone@example.net,Japan,,2021-08-20,2,2021-12-18,2023-05-18,True,120.0,Valid,42729.02,9508.73461,33220.285390000005,35.0,0.0,0.0,True,16610.142695000002,0.0,0.2225357522826407,1298.0,516.0,2026-12-06
300047,Brian Wilson,johnstonjohn@example.net,Canada,Retail,2020-11-30,7,2021-01-26,2025-07-19,True,57.0,Valid,768146.63,56537.325529999995,711609.30447,524.0,0.0,0.0,True,101658.47206714285,0.0,0.07360225681130697,505.0,1635.0,2026-12-06
300048,Manuel Baldwin,,Canada,Online,2021-03-03,4,2023-10-21,2026-04-12,True,962.0,Valid,176215.57,4817.8700499999995,171397.69995,161.0,0.0,0.0,True,42849.4249875,0.0,0.027340773860107817,238.0,904.0,2026-12-06
300049,Kathleen Jackson,michaelroberts@example.net,Australia,Online,2024-10-13,4,2025-05-22,2026-06-27,True,221.0,Valid,161912.52000000002,23640.554219999998,138271.96578,133.0,0.0,0.0,True,34567.991445,0.0,0.14600819146042565,162.0,401.0,2026-12-06
300050,Cody Velez,,Canada,Corporate,2022-02-07,3,2023-04-19,2026-07-07,True,436.0,Valid,87581.86,1014.55346,86567.30654,77.0,0.0,0.0,True,28855.76884666667,0.0,0.011584059301777788,152.0,1175.0,2026-12-06
300051,Carol Cook,athomas@example.net,Canada,,2021-07-07,1,2023-05-26,2023-05-26,True,688.0,Valid,74075.12,6592.998479999999,67482.12152,50.0,0.0,0.0,False,67482.12152,0.0,0.08900422274037491,1290.0,0.0,2026-12-06
300052,Christopher Baker,jacksonkathleen@example.org,Australia,Wholesale,2023-01-14,3,2024-10-17,2025-12-21,True,642.0,Valid,114983.12000000001,19549.63136,95433.48864,77.0,0.0,0.0,True,31811.16288,0.0,0.17002175067088107,350.0,430.0,2026-12-06
300053,Lauren Freeman,thomaswilliams@example.org,Vietnam,Online,2023-08-20,5,2024-02-27,2026-06-04,True,191.0,Valid,532147.5,45114.71871,487032.78128999996,396.0,0.0,0.0,True,97406.556258,0.0,0.08477859749411583,185.0,828.0,2026-12-06
300054,Sara Fox MD,kimberlygarcia@example.net,France,Wholesale,2023-02-07,6,2023-12-03,2026-07-03,True,299.0,Valid,300268.88,40825.71121,259443.16879,328.0,0.0,0.0,True,43240.528131666666,0.0,0.13596384417193016,156.0,943.0,2026-12-06
300055,Gregory Gardner DDS,,India,Wholesale,2022-05-05,8,2023-02-10,2026-05-21,True,281.0,Valid,408485.63,30343.13521,378142.49478999997,394.0,0.0,0.0,True,47267.811848749996,0.0,0.07428201381282372,199.0,1196.0,2026-12-06
300056,Patricia Vincent,rrodriguez@example.net,Germany,Retail,2024-03-19,3,2025-04-30,2025-11-25,True,407.0,Valid,120216.1,11515.65396,108700.44604000001,94.0,0.0,0.0,True,36233.482013333334,0.0,0.09579127887196473,376.0,209.0,2026-12-06
300057,William Chase,michaeljohnson@example.net,United Kingdom,Corporate,2024-04-21,5,2025-02-16,2026-06-17,True,301.0,Valid,186091.4,11176.54303,174914.85697,139.0,0.0,0.0,True,34982.971394,0.0,0.06005942794777191,172.0,486.0,2026-12-06
300058,Heather Garner,samanthagray@example.org,Brazil,Online,2024-05-15,6,2024-06-19,2026-06-14,True,35.0,Valid,522784.36000000004,70280.13276,452504.22724000004,376.0,0.0,0.0,True,75417.37120666668,0.0,0.1344342680029678,175.0,725.0,2026-12-06
300059,Meghan Nolan,harcher@example.org,China,Online,2025-06-28,5,2025-10-27,2026-08-01,True,121.0,Valid,410740.65,58869.726650000004,351870.92335,309.0,5.0,0.0,True,70374.18467,0.016181229773462782,0.14332578635691404,127.0,278.0,2026-12-06
300060,Stacy Myers,rlandry@example.com,India,Online,2021-12-28,3,2022-06-19,2025-06-25,True,173.0,Valid,185041.77,27803.921570000002,157237.84843,193.0,0.0,0.0,True,52412.61614333334,0.0,0.15025754222951934,529.0,1102.0,2026-12-06
300061,Mia Flowers,hamiltonspencer@example.com,Germany,Online,2021-08-13,5,2023-05-13,2025-10-14,True,638.0,Valid,376882.56999999995,23216.546799999996,353666.02316,254.0,0.0,0.0,True,70733.204632,0.0,0.06160154023572913,418.0,885.0,2026-12-06
300062,Kathryn Jennings,hbecker@example.com,Japan,Corporate,2022-08-02,4,2023-04-28,2024-10-26,True,269.0,Valid,355638.78,40217.7938,315420.9862,192.0,0.0,0.0,True,78855.24655,0.0,0.1130860751462481,771.0,547.0,2026-12-06
300063,Elizabeth Roberts,alexis03@example.com,China,Wholesale,2023-10-14,4,2024-04-02,2026-01-16,True,171.0,Valid,205587.82,32740.95759,172846.86241,174.0,0.0,0.0,True,43211.7156025,0.0,0.1592553371595652,324.0,654.0,2026-12-06
300064,John Smith,donna00@example.com,Germany,Wholesale,2024-10-16,5,2024-10-17,2026-06-17,True,1.0,Valid,332297.86,21466.062220000003,291039.25233,293.0,17.0,19792.545449999998,True,58207.850465999996,0.05802047781569966,0.06459885784398373,172.0,608.0,2026-12-06
300065,Rachel Shaw,stephaniereeves@example.org,Canada,Corporate,2021-05-09,4,2021-05-16,2026-01-30,True,7.0,Valid,162910.81,9928.580399999999,152982.2296,137.0,0.0,0.0,True,38245.5574,0.0,0.06094488389076206,310.0,1720.0,2026-12-06
300066,Kevin Miller,antoniofitzpatrick@example.org,United Kingdom,Retail,2025-08-23,2,2025-10-22,2026-01-08,True,60.0,Valid,101317.51999999999,2419.4876,98898.0324,157.0,0.0,0.0,True,49449.0162,0.0,0.023880248944111542,332.0,78.0,2026-12-06
300067,Jenny Rasmussen,orozcosamantha@example.net,United States,Wholesale,2024-09-21,1,2025-06-13,2025-06-13,True,265.0,Valid,67444.98000000001,11320.998000000001,56123.982,94.0,0.0,0.0,False,56123.982,0.0,0.16785530961681655,541.0,0.0,2026-12-06
300068,Meghan Morris,feliciagonzalez@example.org,Brazil,Retail,2022-03-21,5,2022-10-23,2025-03-20,True,216.0,Valid,331859.07,56004.065409999996,271778.51539,289.0,5.0,4076.4892,True,54355.703078000006,0.01730103806228374,0.16875857998999394,626.0,879.0,2026-12-06
300069,Eric Evans,ygardner@example.com,Japan,Corporate,2022-09-30,5,2023-06-05,2026-07-16,True,248.0,Valid,194697.55,39070.63493,155626.91507,153.0,0.0,0.0,True,31125.383014,0.0,0.20067348012340167,143.0,1137.0,2026-12-06
300070,Melissa Gordon,taylor67@example.com,Germany,Online,2021-02-22,4,2024-02-02,2025-09-13,True,1075.0,Valid,243516.04,20819.077680000002,222696.96232,187.0,0.0,0.0,True,55674.24058,0.0,0.08549366062293064,449.0,589.0,2026-12-06
300071,Thomas Johnson,idavis@example.net,United Kingdom,Retail,2025-06-21,6,2026-01-19,2026-07-11,True,212.0,Valid,227470.5,29555.24396,197915.25604,143.0,0.0,0.0,True,32985.876006666665,0.0,0.12993000833075058,148.0,173.0,2026-12-06
300072,Lauren Watson,brian62@example.com,United Kingdom,Wholesale,2025-03-13,3,2025-05-07,2026-07-31,True,55.0,Valid,247315.76,15396.26888,231919.49112000002,228.0,0.0,0.0,True,77306.49704,0.0,0.062253488738445134,128.0,450.0,2026-12-06
300073,Phillip Holmes,,India,Online,2024-01-06,4,2024-05-22,2026-02-15,True,137.0,Valid,55738.09,7594.0943,48143.9957,145.0,0.0,0.0,True,12035.998925,0.0,0.13624604467070903,294.0,634.0,2026-12-06
300074,Samantha Cunningham,michelle19@example.net,Mexico,Retail,2021-03-14,3,2023-10-21,2026-04-23,True,951.0,Valid,57999.56,642.45264,57357.107359999995,69.0,0.0,0.0,True,19119.035786666664,0.0,0.011076853686476242,227.0,915.0,2026-12-06
300075,Meredith Black,rtaylor@example.net,United States,,2023-03-21,2,2025-04-14,2026-07-17,True,755.0,Valid,202670.6,14971.488379999999,187699.11162,167.0,0.0,0.0,True,93849.55581,0.0,0.07387104187780566,142.0,459.0,2026-12-06
300076,Eric Hays,shaffercindy@example.org,Germany,Corporate,2024-04-12,2,2026-01-02,2026-03-01,True,630.0,Valid,40664.159999999996,3824.8217600000003,36839.338240000005,36.0,0.0,0.0,True,18419.669120000002,0.0,0.0940587918206106,280.0,58.0,2026-12-06
300077,Larry Martinez,wrightdale@example.org,Canada,,2021-03-28,3,2023-03-17,2025-07-11,True,719.0,Valid,89030.92000000001,5992.03544,83038.88455999999,78.0,0.0,0.0,True,27679.628186666665,0.0,0.06730285882702322,513.0,847.0,2026-12-06
300078,Anthony Martinez,lwebb@example.org,Japan,Online,2024-10-29,3,2024-11-08,2025-12-04,True,10.0,Valid,186155.34999999998,28779.59538,157375.75462000002,148.0,0.0,0.0,True,52458.58487333334,0.0,0.15459988326953805,367.0,391.0,2026-12-06
300079,Samantha Maldonado,reynoldsdaisy@example.org,Germany,,2024-11-14,5,2025-08-06,2026-01-25,True,265.0,Valid,190806.54,14225.54352,176580.99648,140.0,0.0,0.0,True,35316.199296,0.0,0.07455480048010932,315.0,172.0,2026-12-06
300080,Cynthia Hunt,thomasroberts@example.net,Mexico,Corporate,2021-05-16,4,2021-06-08,2024-11-16,True,23.0,Valid,203273.27,16918.60539,186354.66461,215.0,0.0,0.0,True,46588.6661525,0.0,0.08323084186130326,750.0,1257.0,2026-12-06
300081,Holly Hill,gwolfe@example.com,China,Corporate,2021-03-01,3,2022-01-16,2026-01-11,True,321.0,Valid,119408.07,14876.12046,104531.94954,90.0,0.0,0.0,True,34843.98318,0.0,0.124582203363642,329.0,1456.0,2026-12-06
300082,Alfred Bryant,tsmith@example.org,China,Wholesale,2022-10-01,6,2022-10-12,2026-02-22,True,11.0,Valid,312762.78,42473.83788,263958.26832,304.0,6.0,6330.6738,True,43993.04472,0.019736842105263157,0.1358020857852715,287.0,1229.0,2026-12-06
300083,Lisa Williams,sydney77@example.com,India,Retail,2023-11-21,4,2024-02-28,2026-07-20,True,99.0,Valid,243586.43,36420.65047,207165.77953,195.0,0.0,0.0,True,51791.4448825,0.0,0.14951838848329935,139.0,873.0,2026-12-06
300084,Jonathan Callahan,michaelmccarthy@example.com,Mexico,,2020-09-16,2,2020-10-21,2023-06-01,True,35.0,Valid,58087.55,4899.63804,53187.91196,191.0,0.0,0.0,True,26593.95598,0.0,0.08434919427657045,1284.0,953.0,2026-12-06
300085,Christian Rios,stephen24@example.net,Australia,Corporate,2023-03-25,5,2023-06-03,2026-07-02,True,70.0,Valid,276534.89,31258.272300000004,245276.6177,328.0,0.0,0.0,True,49055.32354,0.0,0.11303554607521678,157.0,1125.0,2026-12-06
300086,Thomas Brewer,mestes@example.net,Vietnam,Online,2022-03-07,5,2022-05-26,2026-05-24,True,80.0,Valid,179883.87,20051.628429999997,159832.24157,168.0,0.0,0.0,True,31966.448314,0.0,0.1114698523553001,196.0,1459.0,2026-12-06
300087,Katie Hopkins,david59@example.net,Japan,Online,2021-07-26,3,2024-07-03,2025-11-19,True,1073.0,Valid,59072.42,9719.55992,49352.86008,96.0,0.0,0.0,True,16450.95336,0.0,0.16453634234046954,382.0,504.0,2026-12-06
300088,Jennifer Williams,jesseortega@example.com,United States,Corporate,2022-05-28,7,2022-08-30,2024-07-04,True,94.0,Valid,345949.83999999997,49932.95066,296016.88934,304.0,0.0,0.0,True,42288.12704857143,0.0,0.14433581082159197,885.0,674.0,2026-12-06
300089,Peter Zavala,danielgilmore@example.net,Mexico,Corporate,2025-02-05,9,2025-04-12,2026-04-18,True,66.0,Valid,478653.45,35322.79947,443330.65053,512.0,0.0,0.0,True,49258.961169999995,0.0,0.07379618692814184,232.0,371.0,2026-12-06
300090,Jennifer Brown,danny17@example.com,Mexico,Online,2025-02-15,3,2025-03-20,2026-01-30,True,33.0,Valid,217690.39,19346.673280000003,198343.71672,209.0,0.0,0.0,True,66114.57224,0.0,0.08887242693625567,310.0,316.0,2026-12-06
300091,Tammy Morris,ogray@example.net,Mexico,Wholesale,2023-09-12,3,2023-12-11,2026-05-21,True,90.0,Valid,195953.22999999998,10288.70003,185664.52997,205.0,0.0,0.0,True,61888.17665666667,0.0,0.05250589658562914,199.0,892.0,2026-12-06
300092,John Shelton,jamesmartin@example.net,Japan,Online,2023-06-13,4,2024-02-23,2026-03-19,True,255.0,Valid,96239.76000000001,9683.348039999999,85078.42966000001,93.0,2.0,1477.9823,True,21269.607415000002,0.021505376344086023,0.10061691799730171,262.0,755.0,2026-12-06
300093,Kevin Soto,harrislisa@example.org,Australia,Online,2024-09-15,3,2025-07-11,2026-03-26,True,299.0,Valid,251685.29000000004,34772.18456,216913.10544,269.0,0.0,0.0,True,72304.36848,0.0,0.13815739712082498,255.0,258.0,2026-12-06
300094,Joshua Jones,faithrosario@example.net,France,,2022-06-18,8,2022-12-24,2026-03-26,True,189.0,Valid,378167.43,26047.42619,352120.00381,452.0,0.0,0.0,True,44015.00047625,0.0,0.06887802630173624,255.0,1188.0,2026-12-06
300095,Ronnie Hudson MD,michael82@example.org,Australia,Retail,2023-11-16,1,2025-11-08,2025-11-08,True,723.0,Valid,177476.43,22583.58984,154892.84016,86.0,0.0,0.0,False,154892.84016,0.0,0.1272483892086403,393.0,0.0,2026-12-06
300096,Shelly Carroll,kimberlyevans@example.org,Brazil,Online,2022-11-10,2,2022-11-12,2023-01-11,True,2.0,Valid,0.0,0.0,0.0,6.0,0.0,0.0,True,0.0,0.0,,1425.0,60.0,2026-12-06
300097,Joshua Johnson,sandra46@example.net,Australia,Wholesale,2023-02-27,5,2023-11-14,2025-07-27,True,260.0,Valid,196499.61,7704.0684,175386.28704000002,124.0,6.0,13409.25456,True,35077.257408000005,0.04838709677419355,0.0392065327763246,497.0,621.0,2026-12-06
300098,Brooke Roberts,melissafrederick@example.net,United States,Online,2022-06-15,5,2022-08-28,2026-07-08,True,74.0,Valid,182050.08000000002,14441.84903,167608.23096999998,199.0,0.0,0.0,True,33521.64619399999,0.0,0.0793289902976148,151.0,1410.0,2026-12-06
300099,Kimberly Snow,qgiles@example.net,United States,Retail,2022-03-24,3,2024-12-05,2026-06-17,True,987.0,Valid,254619.35,25756.35071,228862.99929,195.0,0.0,0.0,True,76287.66643,0.0,0.10115629746914363,172.0,559.0,2026-12-06
300100,Dean Cook,tayloramy@example.net,Japan,Wholesale,2020-10-24,1,2025-06-18,2025-06-18,True,1698.0,Valid,191076.99,22576.0563,168500.9337,96.0,0.0,0.0,False,168500.9337,0.0,0.11815162202419036,536.0,0.0,2026-12-06
300101,Susan Brown,kjones@example.net,Germany,Retail,2022-04-24,10,2022-12-10,2025-07-07,True,230.0,Valid,688241.03,104295.67494,583945.35506,579.0,0.0,0.0,True,58394.535506,0.0,0.15153946131342969,517.0,940.0,2026-12-06
300102,Amanda Zavala,ngeorge@example.org,Australia,Online,2024-03-06,5,2024-04-02,2026-06-13,True,27.0,Valid,370943.02,49799.13574,321143.88428,201.0,0.0,0.0,True,64228.776856,0.0,0.1342500951763427,176.0,802.0,2026-12-06
300103,Carl Cummings,,Japan,Retail,2025-02-06,4,2025-05-21,2026-07-01,True,104.0,Valid,77195.05,3568.34436,73626.70564,109.0,0.0,0.0,True,18406.67641,0.0,0.046225041113387454,158.0,406.0,2026-12-06
300104,Richard Walter,andrewbrown@example.org,China,Corporate,2022-01-06,2,2024-11-29,2025-02-12,True,1058.0,Valid,86253.72,1696.6170000000002,66565.83919999999,54.0,10.0,17991.2638,True,33282.919599999994,0.18518518518518517,0.019670073360314202,662.0,75.0,2026-12-06
300105,Melanie Rojas,xwilliams@example.com,Vietnam,,2023-05-03,3,2024-11-26,2026-07-03,True,573.0,Valid,67706.94,12139.8249,55567.115099999995,125.0,0.0,0.0,True,18522.3717,0.0,0.17929956515535925,156.0,584.0,2026-12-06
300106,Jeffery Taylor,nwilson@example.com,Vietnam,Retail,2024-02-21,6,2025-07-01,2026-06-01,True,496.0,Valid,402205.17000000004,37540.90633,364664.26367,293.0,0.0,0.0,True,60777.37727833333,0.0,0.09333770207379481,188.0,335.0,2026-12-06
