customer_id,customer_name,email,country,segment,signup_date
300304,Jennifer Hernandez,brittanyandrews@example.net,Japan,Online,15-04-2022
300305,Kenneth Farmer,,Japan,Corporate,07-02-2021
300306,Richard Dawson,susan57@example.net,India,Retail,10-07-2024
300307,John Murray,james44@example.net,Vietnam,Corporate,01-02-2025
300308,Bryan Jenkins,zshaffer@example.org,Australia,Retail,27-05-2024
300309,William Brooks,gforbes@example.com,France,Online,27-10-2024
300310,Kenneth Walters DDS,mccannkimberly@example.net,Japan,Wholesale,12-08-2024
300311,Sarah Berry,mbishop@example.org,Mexico,Wholesale,15-06-2021
300312,Donald Hayes,debrajones@example.net,United Kingdom,Corporate,01-07-2024
300313,Richard Stevenson,zpreston@example.net,United Kingdom,,17-Jul-23
300314,Jean Smith,ronald43@example.net,Canada,Online,18-Feb-22
300315,Jimmy Ortega,patricia92@example.org,Brazil,Wholesale,14-01-2024
300316,Christopher Johnson,chanamber@example.org,Vietnam,Online,12-07-2024
300317,David Clark,,India,Wholesale,20-04-2022
300318,Shawn Blackburn,flowersnicholas@example.com,United States,,11-07-2024
300319,Christine Williams,nross@example.com,Germany,Retail,01-01-2025
300320,Wayne Hunter,martinjason@example.com,India,Corporate,13-08-2023
300321,Zachary Perry,traciemarsh@example.com,India,Corporate,14-05-2024
300322,Theresa Smith,zlara@example.org,India,Corporate,01-20-2023
300323,Sara Hamilton,jerome16@example.com,Japan,Corporate,09-06-2022
300324,Monica Merritt,taylorjohn@example.net,Germany,Retail,28-09-2020
300325,Brenda Harrison,brownleah@example.net,Vietnam,Corporate,16-09-2020
300326,Jason Moore,gregstone@example.org,Japan,Retail,20-12-2023
300327,Catherine Koch,buchanananthony@example.org,Canada,Corporate,16-05-2024
300328,Susan Baker,anthony05@example.org,United Kingdom,Corporate,12-03-2022
300329,Shane Mcintyre,ryankathryn@example.net,France,Wholesale,08-02-2025
300330,Adrian Prince,,United States,Wholesale,04-17-2023
300331,Steven Alexander,collinsterrance@example.com,india,Online,12-27-2022
300332,Holly Austin,woodskaitlyn@example.net,Japan,Online,22-04-2021
300333,Carlos Dunlap,donnapaul@example.net,United Kingdom,Wholesale,24-08-2021
300334,Ashley Perez,jessicaturner@example.net,France,Retail,07-09-2022
300335,Kelly Ray,kathleen25@example.com,Vietnam,Corporate,14-07-2025
300336,Noah Rosales,ywelch@example.org,Canada,Wholesale,16-07-2022
300337,Mark Conley,fernandomorris@example.net,United States,Wholesale,24-07-2025
300338,Chelsea Kane,nhayes@example.com,Mexico,Online,25-01-2023
300339,Autumn Ramirez,matthew24@example.com,IND,Retail,09-10-2023
300340,Mr. Matthew Barnett,kathryn41@example.com,Japan,Corporate,12-09-2024
300341,Joshua Davis,hgreer@example.net,United States,Online,18-10-2022
300342,Gregory Chavez,burchteresa@example.org,Canada,Corporate,24-03-2024
300343,Yvette Lee,kimberlygonzalez@example.net,Vietnam,Corporate,26-08-2022
300344,Brittany Heath,mcbridemichael@example.org,Australia,,08-06-2022
300345,Carol Moore DDS,meganpotter@example.org,Japan,Corporate,18-02-2024
300346,Jessica Harris,haleystacy@example.com,Australia,Corporate,15-05-2023
300347,Jennifer Woods,derek40@example.org,India,Wholesale,12-08-2022
300348,Emily Leblanc,brownrobert@example.org,Vietnam,Retail,02-12-2021
300349,William Bray,petermoore@example.com,Vietnam,Online,01-26-2023
300350,Ruben Jones,donald61@example.net,Vietnam,Online,14-08-2022
300351,Brittany Ramos,kathleen01@example.net,Mexico,Corporate,12-05-2024
300352,Mark Ruiz,,UK,Online,22-03-2022
300353,Benjamin Werner,nancy06@example.com,India,Corporate,05-18-2024
300354,Kevin Walter,oblake@example.net,Australia,Wholesale,25-03-2021
300355,Miss Linda Cox DVM,bcopeland@example.com,Canada,Online,07-03-2021
300356,Randy Kirby,rebecca85@example.com,Germany,Retail,12-12-2020
300357,Howard Smith,fsanchez@example.org,United Kingdom,Wholesale,31-12-2023
300358,Ashley Norman,kcastro@example.com,Japan,Online,15-08-2023
300359,Mary Williams,garzalaura@example.org,India,Wholesale,12-09-2023
300360,Phillip Ward,tochoa@example.net,Vietnam,Wholesale,18-07-2023
300361,Jessica Murray,bentleylisa@example.net,United Kingdom,Online,11-Nov-20
300362,Terry Robinson,andrewbautista@example.org,France,Online,05-21-2024
300363,Allen Bryant,michael55@example.org,Vietnam,Online,15-02-2022
300364,Erika Lyons,kayla23@example.net,Vietnam,Retail,18-01-2022
300365,Erica Morales,kimberly27@example.org,Japan,Wholesale,07-08-2024
300366,Natalie Huff,leslietorres@example.net,China,Retail,02-05-2022
300367,Marc Fowler,tharris@example.com,China,,12-02-2021
300368,Stephanie Fischer,marcusrodriguez@example.net,Brazil,Wholesale,02-06-2022
300369,Maria Phillips,raymonddominguez@example.org,Germany,Retail,21-03-2022
300370,Suzanne Alvarado,dustin58@example.com,Brazil,,17-02-2021
300371,Ashley Blanchard,christina15@example.org,India,Retail,25-08-2022
300372,Joshua Contreras,anthony33@example.org,U.K.,Corporate,17-11-2022
300373,Robert Thomas,john09@example.com,United Kingdom,Retail,14-01-2025
300374,Juan Carroll,hlopez@example.net,Japan,,08-11-2024
300375,Stephanie Hughes,jasmine54@example.com,Canada,Online,30-08-2022
300376,Taylor Flores,chase25@example.net,Brazil,Corporate,08-07-2022
300377,Betty Pollard,gnichols@example.net,Australia,Corporate,24-11-2021
300378,Michael Bray,stevenandrews@example.org,IND,Online,21-10-2021
300379,Kevin Brown,andrewwest@example.net,China,Online,19-12-2022
300380,Sean Hernandez,cameron49@example.com,Brazil,Online,14-12-2020
300381,Michelle Henry,valerielewis@example.com,China,Wholesale,26-05-2025
300382,Elizabeth Hall,ithomas@example.net,United Kingdom,Corporate,19-03-2022
300383,Tricia Brown,,United States,,07-08-2023
300384,Morgan Wright,maryjohnson@example.com,Germany,Retail,25-04-2023
300385,Brandon Powell,yballard@example.net,United Kingdom,Retail,22-04-2024
300386,Catherine Collins,jasminekoch@example.com,Japan,,14-01-2023
300387,Curtis Bell,morgankaren@example.net,Canada,Retail,12-02-2021
300388,Amy Hawkins,cody08@example.org,Canada,Corporate,14-12-2021
300389,Alexander Stein,michele23@example.net,Mexico,Corporate,08-09-2020
300390,Daniel Reed,carolberry@example.com,Germany,Corporate,08-10-2023
