customer_id,customer_name,email,country,segment,signup_date
300118,Nicole Peterson,yglenn@example.net,Brazil,Wholesale,2024-09-18
300119,Renee Tran,michele87@example.com,Vietnam,Online,2025-04-22
300120,Kelly Martin,pmcdonald@example.org,France,Corporate,2023-07-12
300121,Michael Hill,kelseyphillips@example.net,Vietnam,Retail,2025-03-15
300122,Heidi Hopkins,martinezashley@example.com,Vietnam,Corporate,2022-08-21
300123,Jill Smith,owenstammy@example.com,Brazil,Wholesale,2024-11-04
300124,Jennifer Riley,,Germany,,2023-11-08
300125,David Buchanan,misty23@example.net,Brazil,Retail,2025-06-06
300126,Mary Hall,lopezwilliam@example.com,United Kingdom,Retail,2021-07-15
300127,Mitchell Brown,theresa05@example.net,Canada,Online,2023-07-25
300128,Hannah Jones,ewilson@example.org,Vietnam,Online,2024-04-03
300129,Sandra Becker,maynancy@example.org,United States,,2021-09-07
300130,Heather Hester,thomas49@example.org,India,Wholesale,2020-10-15
300131,Timothy Buck,rodriguezjason@example.com,United Kingdom,Corporate,2021-06-19
300132,Katie Perkins,shelby69@example.org,United States,Retail,2023-03-21
300133,Phillip Banks,benjaminvictoria@example.net,Australia,Retail,2023-12-13
300134,Kimberly Barnes,abbottallison@example.org,China,Online,2023-03-08
300135,Kelly Stewart,marycarter@example.org,Germany,,2023-09-13
300136,Vanessa Hall,kaitlin13@example.com,Canada,Retail,2022-04-23
300137,Heidi Bell,melendezdenise@example.net,Australia,Online,2024-04-30
300138,Crystal Carey,sarasanchez@example.com,United Kingdom,Retail,2021-10-25
300139,Lisa Flynn,lee16@example.com,United Kingdom,Retail,2024-01-13
300140,Johnny Keith,rachelwalter@example.org,Australia,,2023-03-11
300141,Ralph Dawson,,Brazil,Retail,2021-07-01
300142,Christopher Jones,wstrong@example.org,Canada,Wholesale,2024-10-31
300143,Michelle Wilson,brittany91@example.net,Australia,Retail,2022-09-04
300144,Heather Cole,,Germany,Wholesale,2020-11-21
300145,Chad White,,Canada,Wholesale,2022-02-10
300146,Jamie Gonzales,shirley13@example.com,France,Corporate,2022-07-07
300147,Joseph Fox,ymitchell@example.com,France,Corporate,2023-02-17
300148,Amanda Landry,russellramirez@example.net,Germany,Corporate,2024-06-13
300149,Christopher Roberts,kgonzales@example.com,United States,Wholesale,2022-03-28
300150,Larry Rodriguez,elizabeththomas@example.org,Australia,Retail,2025-05-11
300151,Caroline George,moyeramber@example.org,Mexico,,2023-06-05
300152,Allison Harris,hdennis@example.org,Mexico,,2020-09-12
300153,Brian Mccarthy,wallaceryan@example.com,China,Retail,2024-10-26
300154,Donald Barnett,linda31@example.com,Mexico,,2021-02-05
300155,Jesse Moss,mannleroy@example.org,India,Online,2021-06-13
300156,Rebecca Stewart,averycourtney@example.org,Vietnam,Online,2022-10-31
300157,Tony Nunez,theodore72@example.net,Vietnam,Corporate,2021-05-07
300158,Mark Davis,aaronjones@example.net,Vietnam,Corporate,2023-02-24
300159,Amanda Watts,pwelch@example.net,China,,2023-09-21
300160,Tiffany Humphrey,nancycontreras@example.com,United States,Wholesale,2022-05-29
300161,Howard Castillo,robinsonsydney@example.com,India,Retail,2024-08-24
300162,David Coleman,stevenflores@example.org,United Kingdom,Wholesale,2022-10-06
300163,Carl Khan,rburke@example.org,China,Corporate,2022-05-27
300164,Daniel Rosales,xbrown@example.com,Japan,Retail,2020-10-22
300165,James Ramos,dgreen@example.com,France,Wholesale,2021-12-21
300166,Mark Williams,kortiz@example.org,Mexico,,2023-02-03
300167,Ashley Donaldson,david80@example.net,China,Retail,2023-05-06
300168,Richard Cook,katie81@example.net,China,Wholesale,2020-10-08
300169,Joseph Galloway,oheath@example.com,Canada,Wholesale,2020-11-28
300170,Erin Lewis,shelbyjohnson@example.org,United States,Corporate,2024-09-02
300171,Kathryn Moody,,Germany,Corporate,2024-06-09
300172,Amanda Brady,irios@example.net,Australia,Corporate,2023-10-28
300173,Angela Wagner,vsmith@example.net,Australia,Retail,2025-01-17
300174,Noah Sparks,marievillarreal@example.com,Germany,Online,2023-09-09
300175,Elizabeth Stevens,bakerdiana@example.com,Brazil,Corporate,2022-10-16
300176,Daniel Russell,,United Kingdom,Retail,2022-07-19
300177,Monica Bean PhD,chavezbecky@example.org,Mexico,,2022-07-30
300178,Jacob Hart,martin11@example.net,Japan,Wholesale,2022-08-26
300179,Katherine Wright,richardmassey@example.net,United Kingdom,Corporate,2021-06-07
300180,Crystal Saunders,robert52@example.org,Japan,Retail,2024-04-12
300181,Jennifer Smith,karinorton@example.net,United Kingdom,Wholesale,2022-09-04
300182,Cynthia Murray,vrobertson@example.net,Vietnam,Retail,2023-03-01
300183,Michael Bennett,martinkaitlin@example.org,Germany,Retail,2021-01-26
300184,Ashley Mcclure,zjackson@example.net,China,,2021-08-26
300185,Kimberly Ross,david44@example.net,Japan,Wholesale,2023-02-06
300186,Kristy Martin,alexandra39@example.net,Australia,,2022-04-11
300187,Kaitlyn Clark,sara22@example.net,India,Wholesale,2022-07-09
300188,Evan White,ajones@example.com,China,Corporate,2024-03-28
300189,Brandon Ellis,browntaylor@example.org,United Kingdom,Online,2024-03-03
300190,Sophia Cooper,reillyjoshua@example.com,China,Corporate,2020-12-30
300191,Marcus Powell,ann31@example.net,India,,2023-08-03
300192,Diana Baker,martinezalexa@example.net,Vietnam,Corporate,2021-06-05
300193,Raymond Vargas,tammy97@example.org,India,Wholesale,2024-06-29
300194,Virginia Davis,douglasalvarez@example.org,Canada,Online,2021-07-03
300195,Amy Hunt,ecoleman@example.com,Australia,Wholesale,2022-04-13
300196,Cynthia Long,wmccarthy@example.com,Australia,Corporate,2022-03-06
300197,Blake Jacobs,stephaniedougherty@example.com,Germany,Retail,2024-09-11
300198,Kristina Henry,gina86@example.net,Canada,Retail,2024-03-21
300199,Jacob Owens,jessica39@example.net,Mexico,Retail,2022-05-28
300200,Cheryl Brooks,gonzalezmichael@example.org,United Kingdom,Wholesale,2025-01-17
300201,Brandon Wood,wesley09@example.com,Germany,Retail,2020-09-10
300202,John Williams,joshua09@example.org,United Kingdom,Retail,2020-10-31
300203,Yolanda Chen,vthompson@example.net,India,,2024-12-24
300204,Amanda Johnson,janicethompson@example.org,India,Retail,2024-06-01
300205,Barbara Ramos,edwardsmichaela@example.com,United Kingdom,Retail,2021-01-29
300206,Lucas Smith,rachael29@example.net,India,Online,2025-07-31
300207,Teresa Powell,brownmandy@example.net,Vietnam,Retail,2025-05-21
300208,Christopher Williams,haleyortiz@example.net,Vietnam,Retail,2021-05-27
300209,April Hill,david79@example.net,United Kingdom,Online,2024-05-25
300210,Anita Hardin,jessicalopez@example.net,Brazil,Retail,2021-02-04
300211,Christopher Smith,steven34@example.net,China,Online,2023-10-19
300212,Cheryl Campos,lancegray@example.com,Australia,Online,2023-11-16
300213,Ethan Perez,joshuagonzalez@example.com,United Kingdom,Retail,2021-07-22
300214,Brandon Kelly,michael87@example.net,Canada,Retail,2021-12-17
300215,Travis Richards,,China,Corporate,2024-02-06
300216,Melanie Roberts,holly88@example.net,Brazil,Online,2022-11-01
300217,Raymond Scott,hgreen@example.net,Australia,Corporate,2024-08-20
300218,Charles Willis,anne90@example.com,Brazil,Retail,2023-12-16
300219,Sheila Smith,valvarez@example.net,Australia,Retail,2024-03-03
300220,Hunter Martin,,Japan,,2025-03-06
300221,Jessica Ross,johnnybrooks@example.com,Australia,Online,2022-12-12
300222,Andrew Hickman,,Australia,Wholesale,2023-01-29
300223,Derrick Ray,martingarrett@example.com,United States,Online,2021-03-15
300224,Terri Gonzalez,davidcook@example.org,Canada,Retail,2025-02-04
300225,Ralph Solis,dfoster@example.org,Vietnam,Corporate,2025-07-07
300226,Christopher Parker,joelharris@example.org,Canada,Wholesale,2023-12-16
300227,Justin Rowe,woodsmelvin@example.com,China,Retail,2024-04-14
300228,Daniel Kennedy,tguerra@example.org,China,Online,2023-05-31
300229,Carl Hines,ricardomurphy@example.com,Germany,Wholesale,2024-06-24
300230,Jessica Long,reedelizabeth@example.net,Canada,Retail,2024-10-05
300231,Cassandra Young,matthew09@example.net,United Kingdom,,2020-10-19
300232,Maria Taylor,bradleyturner@example.org,Vietnam,Online,2024-06-03
300233,Jessica Mitchell,eleonard@example.org,China,Retail,2022-05-13
300234,Cassie Sanders,marshallchristopher@example.net,Brazil,Wholesale,2021-12-20
300235,Jennifer Roman,luisandrews@example.com,Mexico,,2024-04-29
300236,Matthew Santiago,twise@example.com,China,Retail,2024-02-05
300237,Lindsey Lang,xshaw@example.com,Brazil,Wholesale,2021-12-16
300238,Valerie Rodriguez,tinaschmidt@example.com,Mexico,Corporate,2024-03-23
300239,Adam Vaughan,james97@example.com,Vietnam,Retail,2025-01-06
300240,Bryan Burns,brendan95@example.com,China,Wholesale,2020-11-27
300241,Pamela Johnson,guy56@example.org,Brazil,Online,2022-10-17
300242,Andrew Rodriguez,schmidtrandy@example.org,United Kingdom,Wholesale,2022-11-24
300243,Nicholas Schultz,worozco@example.com,Mexico,Corporate,2021-01-31
300244,Roger Conley,uwilliams@example.com,Canada,,2024-02-10
300245,Misty Burnett,reyestina@example.org,United Kingdom,Wholesale,2020-08-11
300246,Elizabeth Morales,stephaniescott@example.net,United States,Retail,2022-05-09
300247,Thomas Sanford,ashleycooley@example.net,Australia,Corporate,2024-05-18
300248,Dana Lindsey,ashley36@example.com,France,,2023-03-27
300249,Destiny Powers,rbrowning@example.com,Canada,Retail,2024-05-25
300250,Albert Perry,joshuaford@example.net,United States,,2022-01-10
300251,Albert Nguyen,carrjessica@example.net,India,Retail,2022-04-03
300252,Madison Murphy,jalvarez@example.org,Japan,Corporate,2024-10-19
300253,Rodney Hernandez,sclark@example.org,Australia,Corporate,2022-05-19
300254,Andrew Phelps,welchanna@example.com,Vietnam,Online,2024-01-11
300255,Kendra Torres,shannon70@example.org,United States,,2021-01-29
300256,Guy Reynolds,potterjustin@example.net,China,Corporate,2023-10-15
300257,Thomas Anderson,davisjeffery@example.org,United States,Corporate,2023-02-13
300258,Christopher Waters,wpierce@example.org,Australia,Wholesale,2023-07-09
300259,Emma Cox,beckgloria@example.net,Brazil,Retail,2022-10-03
300260,Joseph Myers,,Mexico,Online,2024-06-21
300261,Thomas Thompson,aaron57@example.net,United States,Online,2024-10-17
300262,Janet Delgado,ojenkins@example.org,France,Retail,2021-07-11
300263,Manuel Duarte,udougherty@example.net,Mexico,Retail,2023-10-05
300264,Kaitlyn Davis,andrew96@example.net,United States,Corporate,2021-11-30
300265,Thomas Ellis,gregorygiles@example.org,United States,Retail,2023-03-22
300266,Steven Clark,rstevens@example.net,United Kingdom,Online,2022-04-12
300267,Christopher Murray,laramary@example.org,France,Wholesale,2022-11-19
300268,Andrea Goodman,ecamacho@example.com,Vietnam,Corporate,2021-11-21
300269,David Baldwin,baldwincatherine@example.net,India,Online,2021-01-06
300270,Ronald Brown,uclayton@example.org,United Kingdom,Corporate,2024-03-28
300271,Kayla Banks,gcobb@example.org,Germany,Wholesale,2022-06-25
300272,Lauren Moody,michaeldouglas@example.org,Vietnam,Retail,2024-11-24
300273,Christine Davis,ellisjenna@example.org,Mexico,,2025-03-25
300274,Michael Rivera,klyons@example.com,Australia,Retail,2024-06-13
300275,Brittany Roberts,nicoleelliott@example.net,India,Corporate,2023-08-21
300276,Brooke Walters,rmarquez@example.com,India,Corporate,2022-02-13
300277,Betty Lawson,oscott@example.org,France,Online,2021-06-09
300278,Brittany Smith,jennifer86@example.com,Australia,Corporate,2024-01-12
300279,Gregory Moore,alexandra67@example.net,Brazil,Wholesale,2023-10-04
300280,Casey Prince,barnettcalvin@example.org,Canada,Wholesale,2021-07-05
300281,Donald Strickland,santosmichael@example.com,United Kingdom,Wholesale,2022-03-18
300282,Alexandria Francis,judithcox@example.org,Australia,Retail,2023-07-06
300283,Gary Jones,wallerbrian@example.net,Canada,Corporate,2022-08-28
300284,Robert White,jeremylove@example.org,France,Retail,2023-04-12
300285,Kristen Davis,jessicalowery@example.org,Germany,Wholesale,2020-11-12
300286,Darren Willis,imarshall@example.org,Vietnam,Online,2023-04-12
300287,Christina Wilson,alvarezcory@example.net,Canada,Retail,2022-04-05
300288,Mr. Kevin Callahan,cortezscott@example.net,United States,Retail,2021-09-27
300289,Lisa Bryant,kingrichard@example.com,Australia,Online,2021-08-21
300290,Jordan Palmer,joseph83@example.com,Brazil,Wholesale,2023-02-16
300291,Ellen Alexander,tonyflores@example.net,Canada,Corporate,2022-01-15
300292,Austin Reynolds,cody75@example.net,Germany,Retail,2023-01-07
300293,Cheryl Rodriguez,jasonshaw@example.com,India,Online,2024-02-06
300294,Michael Pennington,ashleymoore@example.org,United Kingdom,Corporate,2024-06-30
300295,Christopher Moore,markblack@example.com,China,Online,2021-08-16
300296,Penny Adams,,United States,Wholesale,2023-12-07
300297,Sandra Stewart,ronald66@example.org,France,,2022-03-13
300298,Wayne Gomez,theresawang@example.org,United Kingdom,Online,2024-06-22
300299,Matthew Scott,andrew66@example.com,United States,Retail,2024-10-03
300300,Rebecca Williamson,ggates@example.org,China,Retail,2023-06-16
300301,John Griffith,ccrane@example.net,Japan,Wholesale,2021-11-17
300302,Michelle Wright,dbrown@example.net,Australia,Corporate,2022-08-13
300303,Jessica Mitchell,,Brazil,Online,2022-05-18
300304,Jennifer Hernandez,brittanyandrews@example.net,Japan,Online,2022-04-15
300305,Kenneth Farmer,,Japan,Corporate,2021-02-07
300306,Richard Dawson,susan57@example.net,India,Retail,2024-07-10
300307,John Murray,james44@example.net,Vietnam,Corporate,2025-02-01
300308,Bryan Jenkins,zshaffer@example.org,Australia,Retail,2024-05-27
300309,William Brooks,gforbes@example.com,France,Online,2024-10-27
300310,Kenneth Walters DDS,mccannkimberly@example.net,Japan,Wholesale,2024-08-12
300311,Sarah Berry,mbishop@example.org,Mexico,Wholesale,2021-06-15
300312,Donald Hayes,debrajones@example.net,United Kingdom,Corporate,2024-07-01
300313,Richard Stevenson,zpreston@example.net,United Kingdom,,2023-07-17
300314,Jean Smith,ronald43@example.net,Canada,Online,2022-02-18
300315,Jimmy Ortega,patricia92@example.org,Brazil,Wholesale,2024-01-14
300316,Christopher Johnson,chanamber@example.org,Vietnam,Online,2024-07-12
300317,David Clark,,India,Wholesale,2022-04-20
300318,Shawn Blackburn,flowersnicholas@example.com,United States,,2024-07-11
300319,Christine Williams,nross@example.com,Germany,Retail,2025-01-01
300320,Wayne Hunter,martinjason@example.com,India,Corporate,2023-08-13
300321,Zachary Perry,traciemarsh@example.com,India,Corporate,2024-05-14
300322,Theresa Smith,zlara@example.org,India,Corporate,2023-01-20
300323,Sara Hamilton,jerome16@example.com,Japan,Corporate,2022-06-09
300324,Monica Merritt,taylorjohn@example.net,Germany,Retail,2020-09-28
300325,Brenda Harrison,brownleah@example.net,Vietnam,Corporate,2020-09-16
300326,Jason Moore,gregstone@example.org,Japan,Retail,2023-12-20
300327,Catherine Koch,buchanananthony@example.org,Canada,Corporate,2024-05-16
300328,Susan Baker,anthony05@example.org,United Kingdom,Corporate,2022-03-12
300329,Shane Mcintyre,ryankathryn@example.net,France,Wholesale,2025-02-08
300330,Adrian Prince,,United States,Wholesale,2023-04-17
300331,Steven Alexander,collinsterrance@example.com,India,Online,2022-12-27
300332,Holly Austin,woodskaitlyn@example.net,Japan,Online,2021-04-22
300333,Carlos Dunlap,donnapaul@example.net,United Kingdom,Wholesale,2021-08-24
300334,Ashley Perez,jessicaturner@example.net,France,Retail,2022-09-07
300335,Kelly Ray,kathleen25@example.com,Vietnam,Corporate,2025-07-14
300336,Noah Rosales,ywelch@example.org,Canada,Wholesale,2022-07-16
300337,Mark Conley,fernandomorris@example.net,United States,Wholesale,2025-07-24
300338,Chelsea Kane,nhayes@example.com,Mexico,Online,2023-01-25
300339,Autumn Ramirez,matthew24@example.com,India,Retail,2023-10-09
300340,Mr. Matthew Barnett,kathryn41@example.com,Japan,Corporate,2024-09-12
300341,Joshua Davis,hgreer@example.net,United States,Online,2022-10-18
300342,Gregory Chavez,burchteresa@example.org,Canada,Corporate,2024-03-24
300343,Yvette Lee,kimberlygonzalez@example.net,Vietnam,Corporate,2022-08-26
300344,Brittany Heath,mcbridemichael@example.org,Australia,,2022-06-08
300345,Carol Moore DDS,meganpotter@example.org,Japan,Corporate,2024-02-18
300346,Jessica Harris,haleystacy@example.com,Australia,Corporate,2023-05-15
300347,Jennifer Woods,derek40@example.org,India,Wholesale,2022-08-12
300348,Emily Leblanc,brownrobert@example.org,Vietnam,Retail,2021-12-02
300349,William Bray,petermoore@example.com,Vietnam,Online,2023-01-26
300350,Ruben Jones,donald61@example.net,Vietnam,Online,2022-08-14
300351,Brittany Ramos,kathleen01@example.net,Mexico,Corporate,2024-05-12
300352,Mark Ruiz,,United Kingdom,Online,2022-03-22
300353,Benjamin Werner,nancy06@example.com,India,Corporate,2024-05-18
300354,Kevin Walter,oblake@example.net,Australia,Wholesale,2021-03-25
300355,Miss Linda Cox DVM,bcopeland@example.com,Canada,Online,2021-03-07
300356,Randy Kirby,rebecca85@example.com,Germany,Retail,2020-12-12
300357,Howard Smith,fsanchez@example.org,United Kingdom,Wholesale,2023-12-31
300358,Ashley Norman,kcastro@example.com,Japan,Online,2023-08-15
300359,Mary Williams,garzalaura@example.org,India,Wholesale,2023-09-12
300360,Phillip Ward,tochoa@example.net,Vietnam,Wholesale,2023-07-18
300361,Jessica Murray,bentleylisa@example.net,United Kingdom,Online,2020-11-11
300362,Terry Robinson,andrewbautista@example.org,France,Online,2024-05-21
300363,Allen Bryant,michael55@example.org,Vietnam,Online,2022-02-15
300364,Erika Lyons,kayla23@example.net,Vietnam,Retail,2022-01-18
300365,Erica Morales,kimberly27@example.org,Japan,Wholesale,2024-08-07
300366,Natalie Huff,leslietorres@example.net,China,Retail,2022-05-02
300367,Marc Fowler,tharris@example.com,China,,2021-02-12
300368,Stephanie Fischer,marcusrodriguez@example.net,Brazil,Wholesale,2022-06-02
300369,Maria Phillips,raymonddominguez@example.org,Germany,Retail,2022-03-21
300370,Suzanne Alvarado,dustin58@example.com,Brazil,,2021-02-17
300371,Ashley Blanchard,christina15@example.org,India,Retail,2022-08-25
300372,Joshua Contreras,anthony33@example.org,United Kingdom,Corporate,2022-11-17
300373,Robert Thomas,john09@example.com,United Kingdom,Retail,2025-01-14
300374,Juan Carroll,hlopez@example.net,Japan,,2024-11-08
300375,Stephanie Hughes,jasmine54@example.com,Canada,Online,2022-08-30
300376,Taylor Flores,chase25@example.net,Brazil,Corporate,2022-07-08
300377,Betty Pollard,gnichols@example.net,Australia,Corporate,2021-11-24
300378,Michael Bray,stevenandrews@example.org,India,Online,2021-10-21
300379,Kevin Brown,andrewwest@example.net,China,Online,2022-12-19
300380,Sean Hernandez,cameron49@example.com,Brazil,Online,2020-12-14
300381,Michelle Henry,valerielewis@example.com,China,Wholesale,2025-05-26
300382,Elizabeth Hall,ithomas@example.net,United Kingdom,Corporate,2022-03-19
300383,Tricia Brown,,United States,,2023-08-07
300384,Morgan Wright,maryjohnson@example.com,Germany,Retail,2023-04-25
300385,Brandon Powell,yballard@example.net,United Kingdom,Retail,2024-04-22
300386,Catherine Collins,jasminekoch@example.com,Japan,,2023-01-14
300387,Curtis Bell,morgankaren@example.net,Canada,Retail,2021-02-12
300388,Amy Hawkins,cody08@example.org,Canada,Corporate,2021-12-14
300389,Alexander Stein,michele23@example.net,Mexico,Corporate,2020-09-08
300390,Daniel Reed,carolberry@example.com,Germany,Corporate,2023-10-08
